Gene,GC,AU,Length,Polar%,Non-Polar%
YOR141C   ,38.8      ,34.9      ,2646      ,26.3      ,73.7
YOR144C   ,36.8      ,35.8      ,2376      ,27.4      ,72.6
YOR145C   ,42.1      ,33.5      ,825       ,24.5      ,75.5
YOR147W   ,35.0      ,34.8      ,1962      ,30.2      ,69.8
YOR148C   ,38.4      ,38.4      ,558       ,23.3      ,76.7
YOR150W   ,40.4      ,33.1      ,492       ,26.4      ,73.6
YOR151C   ,38.5      ,31.7      ,3675      ,29.8      ,70.2
YOR152C   ,35.7      ,30.0      ,771       ,34.4      ,65.6
YOR156C   ,39.7      ,34.8      ,2181      ,25.5      ,74.5
YOR157C   ,43.5      ,30.0      ,786       ,26.5      ,73.5
YOR158W   ,36.6      ,38.3      ,957       ,25.1      ,74.9
YOR159C   ,41.1      ,34.7      ,285       ,24.2      ,75.8
YOR160W   ,36.7      ,31.4      ,2919      ,31.9      ,68.1
YOR161C   ,44.7      ,23.5      ,1620      ,31.8      ,68.2
YOR162C   ,37.8      ,34.0      ,2433      ,28.2      ,71.8
YOR163W   ,42.5      ,35.1      ,567       ,22.4      ,77.6
YOR164C   ,35.1      ,32.6      ,939       ,32.3      ,67.7
YOR165W   ,37.0      ,33.6      ,2331      ,29.4      ,70.6
YOR166C   ,35.7      ,36.0      ,1377      ,28.3      ,71.7
YOR167C   ,45.1      ,28.9      ,204       ,26.0      ,74.0
YOR168W   ,37.8      ,33.7      ,2430      ,28.5      ,71.5
YOR171C   ,38.5      ,33.5      ,1875      ,27.9      ,72.1
YOR172W   ,38.0      ,32.9      ,2361      ,29.1      ,70.9
YOR173W   ,40.5      ,32.2      ,1194      ,27.3      ,72.7
YOR174W   ,40.6      ,35.8      ,855       ,23.6      ,76.4
YOR175C   ,37.3      ,31.3      ,1860      ,31.4      ,68.6
YOR185C   ,40.3      ,31.4      ,663       ,28.4      ,71.6
YOR186W   ,43.2      ,28.7      ,435       ,28.0      ,72.0
YOR187W   ,42.0      ,29.4      ,1314      ,28.6      ,71.4
YOR188W   ,39.4      ,35.6      ,3414      ,25.0      ,75.0
YOR189W   ,41.0      ,39.9      ,351       ,19.1      ,80.9
YOR190W   ,38.4      ,32.9      ,1338      ,28.7      ,71.3
YOR192C   ,41.1      ,24.4      ,1800      ,34.6      ,65.4
YOR194C   ,39.1      ,39.5      ,861       ,21.4      ,78.6
YOR196C   ,41.1      ,32.5      ,1245      ,26.3      ,73.7
YOR197W   ,42.2      ,31.2      ,1362      ,26.6      ,73.4
YOR198C   ,37.7      ,39.8      ,1413      ,22.5      ,77.5
YOR206W   ,36.1      ,36.3      ,2133      ,27.5      ,72.5
YOR207C   ,37.2      ,32.5      ,3450      ,30.3      ,69.7
YOR208W   ,35.0      ,35.3      ,2253      ,29.6      ,70.4
YOR209C   ,38.0      ,33.6      ,1290      ,28.4      ,71.6
YOR210W   ,36.2      ,34.7      ,213       ,29.1      ,70.9
YOR211C   ,37.5      ,34.7      ,2709      ,27.8      ,72.2
YOR212W   ,39.6      ,32.2      ,1272      ,28.1      ,71.9
YOR213C   ,39.5      ,33.7      ,747       ,26.8      ,73.2
YOR214C   ,37.4      ,31.5      ,711       ,31.1      ,68.9
YOR215C   ,38.4      ,38.2      ,558       ,23.5      ,76.5
YOR217W   ,39.6      ,34.6      ,2586      ,25.9      ,74.1
YOR219C   ,38.0      ,33.8      ,2796      ,28.3      ,71.7
YOR220W   ,39.6      ,32.7      ,798       ,27.7      ,72.3
YOR221C   ,38.7      ,33.4      ,1356      ,27.9      ,72.1
YOR224C   ,42.4      ,28.8      ,441       ,28.8      ,71.2
YOR226C   ,47.8      ,29.3      ,471       ,22.9      ,77.1
YOR227W   ,38.8      ,33.5      ,3741      ,27.7      ,72.3
YOR228C   ,42.6      ,27.6      ,909       ,29.8      ,70.2
YOR229W   ,45.8      ,30.3      ,1404      ,23.9      ,76.1
YOR230W   ,43.0      ,29.6      ,1314      ,27.4      ,72.6
YOR231W   ,39.9      ,33.0      ,1527      ,27.1      ,72.9
YOR232W   ,38.1      ,37.3      ,687       ,24.6      ,75.4
YOR233W   ,41.0      ,34.0      ,2403      ,25.0      ,75.0
YOR242C   ,34.2      ,37.5      ,1116      ,28.2      ,71.8
YOR243C   ,38.2      ,34.4      ,2031      ,27.4      ,72.6
YOR244W   ,36.5      ,36.7      ,1338      ,26.8      ,73.2
YOR245C   ,37.8      ,31.4      ,1257      ,30.8      ,69.2
YOR246C   ,45.4      ,27.1      ,993       ,27.5      ,72.5
YOR247W   ,47.4      ,25.1      ,633       ,27.5      ,72.5
YOR249C   ,34.6      ,35.3      ,2058      ,30.1      ,69.9
YOR250C   ,39.9      ,31.7      ,1338      ,28.4      ,71.6
YOR252W   ,38.7      ,38.3      ,426       ,23.0      ,77.0
YOR255W   ,37.8      ,36.4      ,837       ,25.8      ,74.2
YOR257W   ,37.7      ,35.2      ,486       ,27.2      ,72.8
YOR258W   ,35.0      ,36.1      ,654       ,28.9      ,71.1
YOR259C   ,41.1      ,33.6      ,1314      ,25.3      ,74.7
YOR260W   ,38.7      ,32.8      ,1737      ,28.5      ,71.5
YOR261C   ,35.3      ,37.4      ,1017      ,27.3      ,72.7
YOR262W   ,38.4      ,32.2      ,1044      ,29.4      ,70.6
YOR264W   ,39.0      ,35.3      ,1293      ,25.7      ,74.3
YOR265W   ,38.6      ,39.3      ,321       ,22.1      ,77.9
YOR266W   ,36.6      ,34.9      ,1272      ,28.5      ,71.5
YOR267C   ,39.2      ,34.9      ,2280      ,25.9      ,74.1
YOR269W   ,39.9      ,31.4      ,1485      ,28.7      ,71.3
YOR270C   ,38.7      ,28.4      ,2523      ,32.9      ,67.1
YOR271C   ,47.1      ,26.1      ,984       ,26.8      ,73.2
YOR272W   ,41.0      ,31.7      ,1383      ,27.3      ,72.7
YOR273C   ,42.8      ,26.8      ,1980      ,30.4      ,69.6
YOR274W   ,39.1      ,36.1      ,1287      ,24.9      ,75.1
YOR275C   ,36.9      ,36.6      ,1986      ,26.5      ,73.5
YOR276W   ,39.9      ,35.2      ,486       ,24.9      ,75.1
YOR278W   ,38.3      ,34.1      ,828       ,27.7      ,72.3
YOR279C   ,37.9      ,38.5      ,933       ,23.6      ,76.4
YOR280C   ,38.6      ,32.8      ,801       ,28.6      ,71.4
YOR281C   ,38.6      ,37.5      ,861       ,23.9      ,76.1
YOR283W   ,37.8      ,33.3      ,693       ,28.9      ,71.1
YOR284W   ,37.0      ,35.5      ,732       ,27.5      ,72.5
YOR285W   ,41.2      ,29.8      ,420       ,29.0      ,71.0
YOR286W   ,41.8      ,32.4      ,450       ,25.8      ,74.2
YOR287C   ,37.4      ,41.9      ,903       ,20.7      ,79.3
YOR288C   ,37.5      ,33.4      ,957       ,29.0      ,71.0
YOR289W   ,37.3      ,33.9      ,756       ,28.8      ,71.2
YOR290C   ,39.0      ,35.6      ,5112      ,25.4      ,74.6
YOR291W   ,38.7      ,30.3      ,4419      ,31.0      ,69.0
YOR295W   ,38.7      ,37.7      ,687       ,23.6      ,76.4
YOR296W   ,36.9      ,34.3      ,3870      ,28.8      ,71.2
YOR297C   ,36.1      ,30.2      ,579       ,33.7      ,66.3
YOR298C   ,42.4      ,35.6      ,177       ,22.0      ,78.0
YOR298W   ,34.5      ,35.9      ,1440      ,29.6      ,70.4
YOR299W   ,41.1      ,31.5      ,2241      ,27.4      ,72.6
YOR304C   ,39.0      ,39.8      ,231       ,21.2      ,78.8
YOR304W   ,36.7      ,37.9      ,3363      ,25.5      ,74.5
YOR305W   ,36.2      ,35.8      ,729       ,28.0      ,72.0
YOR306C   ,41.1      ,25.5      ,1566      ,33.3      ,66.7
YOR307C   ,38.0      ,29.4      ,1362      ,32.5      ,67.5
YOR308C   ,37.6      ,40.4      ,1764      ,22.1      ,77.9
YOR310C   ,38.3      ,35.2      ,1536      ,26.5      ,73.5
YOR311C   ,38.9      ,29.3      ,873       ,31.7      ,68.3
YOR312C   ,35.8      ,34.1      ,932       ,30.0      ,70.0
YOR316C   ,41.5      ,28.8      ,1320      ,29.7      ,70.3
YOR320C   ,35.7      ,33.9      ,1476      ,30.4      ,69.6
YOR321W   ,41.2      ,27.6      ,2262      ,31.2      ,68.8
YOR322C   ,41.7      ,32.0      ,2457      ,26.3      ,73.7
YOR323C   ,41.4      ,30.7      ,1371      ,27.9      ,72.1
YOR324C   ,41.1      ,31.0      ,1809      ,28.0      ,72.0
YOR326W   ,37.5      ,35.2      ,4725      ,27.3      ,72.7
YOR327C   ,42.0      ,32.5      ,348       ,25.6      ,74.4
YOR330C   ,41.1      ,33.0      ,3843      ,25.9      ,74.1
YOR332W   ,43.0      ,33.9      ,702       ,23.1      ,76.9
YOR334W   ,37.9      ,32.7      ,1413      ,29.4      ,70.6
YOR335C   ,39.9      ,30.7      ,2877      ,29.4      ,70.6
YOR336W   ,36.0      ,33.3      ,4098      ,30.7      ,69.3
YOR337W   ,40.7      ,32.6      ,2280      ,26.7      ,73.3
YOR338W   ,40.8      ,33.6      ,1092      ,25.6      ,74.4
YOR339C   ,40.6      ,32.1      ,471       ,27.4      ,72.6
YOR340C   ,38.5      ,35.5      ,981       ,26.0      ,74.0
YOR341W   ,38.1      ,32.3      ,4995      ,29.6      ,70.4
YOR342C   ,38.6      ,34.2      ,960       ,27.2      ,72.8
YOR347C   ,45.1      ,29.0      ,1521      ,25.9      ,74.1
YOR348C   ,52.2      ,21.3      ,1884      ,26.5      ,73.5
YOR349W   ,38.9      ,31.5      ,3045      ,29.6      ,70.4
YOR350C   ,35.4      ,33.4      ,1992      ,31.2      ,68.8
YOR351C   ,37.3      ,33.4      ,1494      ,29.3      ,70.7
YOR352W   ,36.8      ,34.7      ,1032      ,28.5      ,71.5
YOR353C   ,38.4      ,35.4      ,2376      ,26.2      ,73.8
YOR354C   ,36.3      ,34.3      ,2079      ,29.4      ,70.6
YOR355W   ,38.0      ,34.5      ,1569      ,27.5      ,72.5
YOR356W   ,41.9      ,31.4      ,1896      ,26.7      ,73.3
YOR357C   ,40.7      ,32.3      ,489       ,27.0      ,73.0
YOR358W   ,47.2      ,32.5      ,729       ,20.3      ,79.7
YOR359W   ,40.9      ,31.9      ,1572      ,27.2      ,72.8
YOR360C   ,35.9      ,32.9      ,1581      ,31.2      ,68.8
YOR361C   ,38.9      ,32.0      ,2292      ,29.1      ,70.9
YOR363C   ,37.5      ,33.5      ,2991      ,29.0      ,71.0
YOR365C   ,35.3      ,30.4      ,2112      ,34.3      ,65.7
YOR367W   ,37.6      ,35.7      ,603       ,26.7      ,73.3
YOR368W   ,35.9      ,35.7      ,1206      ,28.4      ,71.6
YOR369C   ,43.3      ,27.5      ,432       ,29.2      ,70.8
YOR370C   ,39.9      ,31.7      ,1812      ,28.4      ,71.6
YOR371C   ,39.5      ,32.2      ,2694      ,28.3      ,71.7
YOR372C   ,38.8      ,35.3      ,1665      ,25.9      ,74.1
YOR373W   ,41.8      ,33.0      ,2556      ,25.2      ,74.8
YOR374W   ,44.4      ,27.6      ,1560      ,27.9      ,72.1
YOR375C   ,44.7      ,27.8      ,1365      ,27.5      ,72.5
YOR377W   ,37.7      ,32.3      ,1578      ,30.0      ,70.0
YOR378W   ,45.3      ,23.2      ,1548      ,31.5      ,68.5
YOR380W   ,44.0      ,29.1      ,1641      ,26.9      ,73.1
YOR381W   ,39.7      ,28.5      ,2136      ,31.7      ,68.3
YOR382W   ,45.2      ,26.2      ,462       ,28.6      ,71.4
YOR383C   ,50.9      ,20.5      ,615       ,28.6      ,71.4
YOR388C   ,43.8      ,30.6      ,1131      ,25.6      ,74.4
YOR389W   ,43.1      ,30.3      ,1875      ,26.6      ,73.4
YOR390W   ,38.3      ,26.4      ,1128      ,35.3      ,64.7
YOR391C   ,43.1      ,30.7      ,714       ,26.2      ,73.8
YOR393W   ,46.6      ,27.3      ,1314      ,26.1      ,73.9
YPL001W   ,35.7      ,34.0      ,1125      ,30.2      ,69.8
YPL002C   ,38.3      ,31.3      ,702       ,30.3      ,69.7
YPL003W   ,39.6      ,30.7      ,1389      ,29.7      ,70.3
YPL004C   ,42.7      ,31.5      ,1026      ,25.8      ,74.2
YPL005W   ,37.2      ,34.7      ,1821      ,28.1      ,71.9
YPL006W   ,38.1      ,29.4      ,3513      ,32.5      ,67.5
YPL007C   ,35.8      ,34.5      ,1767      ,29.7      ,70.3
YPL008W   ,36.9      ,34.6      ,2586      ,28.4      ,71.6
YPL009C   ,36.9      ,38.2      ,3117      ,24.9      ,75.1
YPL010W   ,37.0      ,33.7      ,570       ,29.3      ,70.7
YPL011C   ,38.1      ,36.3      ,1062      ,25.6      ,74.4
YPL013C   ,41.8      ,34.2      ,366       ,24.0      ,76.0
YPL014W   ,42.7      ,30.8      ,1146      ,26.5      ,73.5
YPL017C   ,46.7      ,27.0      ,1500      ,26.3      ,73.7
YPL019C   ,36.1      ,34.4      ,2508      ,29.5      ,70.5
YPL020C   ,34.7      ,39.0      ,1866      ,26.4      ,73.6
YPL023C   ,41.9      ,30.7      ,1974      ,27.4      ,72.6
YPL024W   ,40.6      ,33.3      ,726       ,26.0      ,74.0
YPL026C   ,38.7      ,33.7      ,1509      ,27.6      ,72.4
YPL027W   ,38.9      ,34.3      ,738       ,26.8      ,73.2
YPL028W   ,44.1      ,26.7      ,1197      ,29.2      ,70.8
YPL029W   ,39.1      ,33.5      ,2214      ,27.5      ,72.5
YPL030W   ,39.0      ,33.6      ,1704      ,27.4      ,72.6
YPL031C   ,43.5      ,31.5      ,1020      ,25.0      ,75.0
YPL032C   ,38.5      ,35.6      ,2478      ,25.9      ,74.1
YPL034W   ,37.3      ,36.3      ,498       ,26.3      ,73.7
YPL037C   ,44.9      ,31.9      ,474       ,23.2      ,76.8
YPL038W   ,43.8      ,36.0      ,534       ,20.2      ,79.8
YPL040C   ,38.8      ,34.2      ,3009      ,27.0      ,73.0
YPL041C   ,40.1      ,30.4      ,624       ,29.5      ,70.5
YPL045W   ,36.6      ,34.8      ,2397      ,28.6      ,71.4
YPL046C   ,40.7      ,32.3      ,300       ,27.0      ,73.0
YPL047W   ,41.7      ,32.0      ,300       ,26.3      ,73.7
YPL048W   ,46.6      ,29.1      ,1248      ,24.4      ,75.6
YPL049C   ,48.3      ,31.6      ,1359      ,20.0      ,80.0
YPL050C   ,39.5      ,32.9      ,1188      ,27.6      ,72.4
YPL051W   ,37.0      ,37.0      ,597       ,26.0      ,74.0
YPL052W   ,31.2      ,36.5      ,606       ,32.3      ,67.7
YPL054W   ,39.5      ,31.0      ,906       ,29.5      ,70.5
YPL061W   ,43.4      ,29.3      ,1503      ,27.2      ,72.8
YPL063W   ,39.3      ,35.2      ,1431      ,25.5      ,74.5
YPL064C   ,38.6      ,37.5      ,906       ,23.8      ,76.2
YPL065W   ,35.5      ,38.0      ,729       ,26.5      ,73.5
YPL066W   ,37.2      ,35.4      ,1440      ,27.4      ,72.6
YPL067C   ,51.9      ,24.8      ,597       ,23.3      ,76.7
YPL068C   ,40.0      ,36.6      ,882       ,23.4      ,76.6
YPL069C   ,37.2      ,33.4      ,1008      ,29.4      ,70.6
YPL070W   ,35.1      ,37.0      ,1839      ,27.9      ,72.1
YPL071C   ,35.7      ,38.4      ,471       ,25.9      ,74.1
YPL072W   ,36.5      ,36.7      ,1500      ,26.7      ,73.3
YPL074W   ,39.7      ,35.5      ,2265      ,24.9      ,75.1
YPL075W   ,37.3      ,34.2      ,3109      ,28.5      ,71.5
YPL076W   ,35.7      ,28.8      ,843       ,35.5      ,64.5
YPL077C   ,42.5      ,36.8      ,723       ,20.7      ,79.3
YPL078C   ,39.5      ,30.9      ,735       ,29.7      ,70.3
YPL083C   ,37.8      ,34.5      ,1404      ,27.6      ,72.4
YPL084W   ,36.7      ,35.9      ,2535      ,27.4      ,72.6
YPL085W   ,41.2      ,34.4      ,6588      ,24.4      ,75.6
YPL090C   ,38.5      ,34.3      ,1105      ,27.2      ,72.8
YPL091W   ,40.2      ,31.4      ,1452      ,28.4      ,71.6
YPL092W   ,39.1      ,28.1      ,1377      ,32.8      ,67.2
YPL093W   ,40.6      ,33.0      ,1944      ,26.4      ,73.6
YPL094C   ,42.8      ,31.1      ,852       ,26.1      ,73.9
YPL095C   ,40.8      ,31.0      ,1371      ,28.2      ,71.8
YPL096W   ,38.6      ,33.9      ,1092      ,27.6      ,72.4
YPL097W   ,38.9      ,31.9      ,1479      ,29.1      ,70.9
YPL098C   ,46.8      ,27.8      ,342       ,25.4      ,74.6
YPL099C   ,38.3      ,35.0      ,549       ,26.8      ,73.2
YPL100W   ,37.5      ,34.4      ,1491      ,28.1      ,71.9
YPL101W   ,42.8      ,32.3      ,1371      ,24.9      ,75.1
YPL103C   ,41.1      ,31.6      ,1407      ,27.4      ,72.6
YPL104W   ,38.9      ,33.5      ,1977      ,27.6      ,72.4
YPL105C   ,40.9      ,34.4      ,2550      ,24.7      ,75.3
YPL106C   ,41.4      ,31.7      ,2082      ,27.0      ,73.0
YPL107W   ,41.9      ,35.7      ,747       ,22.4      ,77.6
YPL108W   ,42.4      ,34.7      ,507       ,22.9      ,77.1
YPL109C   ,37.1      ,32.2      ,1632      ,30.7      ,69.3
YPL110C   ,38.1      ,34.2      ,3672      ,27.7      ,72.3
YPL115C   ,37.5      ,34.2      ,3387      ,28.4      ,71.6
YPL116W   ,39.6      ,34.5      ,2094      ,25.9      ,74.1
YPL117C   ,37.0      ,34.6      ,867       ,28.4      ,71.6
YPL118W   ,38.3      ,35.7      ,1035      ,26.1      ,73.9
YPL119C   ,42.6      ,30.9      ,1854      ,26.5      ,73.5
YPL122C   ,36.1      ,35.2      ,1542      ,28.7      ,71.3
YPL123C   ,35.9      ,35.2      ,1305      ,28.8      ,71.2
YPL124W   ,38.8      ,38.3      ,762       ,22.8      ,77.2
YPL125W   ,35.1      ,33.7      ,3099      ,31.1      ,68.9
YPL126W   ,37.1      ,33.7      ,2691      ,29.2      ,70.8
YPL127C   ,46.2      ,35.0      ,777       ,18.8      ,81.2
YPL131W   ,44.4      ,29.8      ,894       ,25.8      ,74.2
YPL132W   ,39.3      ,31.7      ,903       ,29.0      ,71.0
YPL133C   ,42.1      ,32.0      ,1341      ,25.9      ,74.1
YPL134C   ,44.6      ,28.2      ,933       ,27.2      ,72.8
YPL135W   ,45.6      ,28.9      ,498       ,25.5      ,74.5
YPL137C   ,40.0      ,32.0      ,3831      ,28.0      ,72.0
YPL138C   ,38.9      ,35.9      ,1062      ,25.2      ,74.8
YPL139C   ,37.5      ,33.5      ,1383      ,29.0      ,71.0
YPL140C   ,40.1      ,34.3      ,1521      ,25.6      ,74.4
YPL145C   ,39.6      ,31.5      ,1305      ,28.9      ,71.1
YPL146C   ,34.1      ,44.0      ,1368      ,21.9      ,78.1
YPL147W   ,36.1      ,33.4      ,2613      ,30.5      ,69.5
YPL148C   ,38.6      ,32.0      ,534       ,29.4      ,70.6
YPL149W   ,38.8      ,30.2      ,885       ,31.1      ,68.9
YPL150W   ,38.6      ,34.4      ,2706      ,27.0      ,73.0
YPL151C   ,41.9      ,31.9      ,1356      ,26.2      ,73.8
YPL152W   ,37.9      ,31.9      ,1077      ,30.2      ,69.8
YPL155C   ,42.3      ,33.7      ,2121      ,24.0      ,76.0
YPL156C   ,36.5      ,36.3      ,855       ,27.3      ,72.7
YPL157W   ,39.8      ,34.5      ,948       ,25.7      ,74.3
YPL158C   ,37.5      ,37.5      ,2277      ,24.9      ,75.1
YPL159C   ,38.1      ,37.4      ,762       ,24.5      ,75.5
YPL160W   ,39.4      ,32.2      ,3273      ,28.4      ,71.6
YPL161C   ,35.8      ,35.0      ,1902      ,29.2      ,70.8
YPL162C   ,39.5      ,28.7      ,822       ,31.8      ,68.2
YPL163C   ,42.7      ,30.7      ,783       ,26.7      ,73.3
YPL164C   ,38.1      ,33.9      ,2148      ,28.0      ,72.0
YPL165C   ,36.6      ,32.5      ,1122      ,30.8      ,69.2
YPL166W   ,34.1      ,38.8      ,642       ,27.1      ,72.9
YPL167C   ,36.4      ,35.1      ,4515      ,28.5      ,71.5
YPL168W   ,36.3      ,37.7      ,1293      ,26.0      ,74.0
YPL169C   ,40.3      ,33.3      ,1800      ,26.4      ,73.6
YPL170W   ,44.9      ,29.4      ,459       ,25.7      ,74.3
YPL171C   ,46.7      ,27.3      ,1203      ,26.0      ,74.0
YPL172C   ,40.2      ,30.9      ,1389      ,28.9      ,71.1
YPL173W   ,39.3      ,36.6      ,894       ,24.2      ,75.8
YPL174C   ,34.5      ,38.2      ,2607      ,27.3      ,72.7
YPL175W   ,38.4      ,31.9      ,1459      ,29.7      ,70.3
YPL176C   ,40.6      ,32.3      ,2352      ,27.1      ,72.9
YPL177C   ,41.3      ,34.6      ,921       ,24.1      ,75.9
YPL180W   ,39.5      ,35.7      ,2400      ,24.8      ,75.2
YPL181W   ,43.1      ,36.8      ,1521      ,20.1      ,79.9
YPL183C   ,37.2      ,31.9      ,3042      ,30.9      ,69.1
YPL183W   ,44.0      ,30.5      ,282       ,25.5      ,74.5
YPL184C   ,38.3      ,32.1      ,1839      ,29.5      ,70.5
YPL186C   ,40.2      ,37.4      ,915       ,22.4      ,77.6
YPL187W   ,44.4      ,31.1      ,498       ,24.5      ,75.5
YPL188W   ,39.0      ,31.7      ,1245      ,29.2      ,70.8
YPL189W   ,37.8      ,28.9      ,1830      ,33.4      ,66.6
YPL190C   ,41.3      ,35.8      ,2409      ,22.9      ,77.1
YPL191C   ,35.3      ,35.5      ,1083      ,29.2      ,70.8
YPL192C   ,38.1      ,39.1      ,402       ,22.9      ,77.1
YPL193W   ,36.6      ,39.0      ,1146      ,24.3      ,75.7
YPL194W   ,38.5      ,36.5      ,1839      ,25.0      ,75.0
YPL195W   ,35.1      ,35.7      ,2799      ,29.2      ,70.8
YPL200W   ,35.0      ,33.8      ,471       ,31.2      ,68.8
YPL201C   ,37.7      ,33.0      ,1386      ,29.3      ,70.7
YPL202C   ,36.6      ,36.7      ,1251      ,26.7      ,73.3
YPL203W   ,40.9      ,31.3      ,1143      ,27.8      ,72.2
YPL204W   ,41.5      ,33.3      ,1485      ,25.2      ,74.8
YPL206C   ,41.1      ,27.6      ,966       ,31.3      ,68.7
YPL207W   ,39.8      ,32.0      ,2433      ,28.2      ,71.8
YPL208W   ,38.6      ,32.0      ,1752      ,29.5      ,70.5
YPL209C   ,36.6      ,38.9      ,1104      ,24.5      ,75.5
YPL210C   ,35.4      ,37.6      ,1941      ,27.0      ,73.0
YPL211W   ,37.7      ,31.9      ,546       ,30.4      ,69.6
YPL212C   ,39.9      ,35.4      ,1635      ,24.6      ,75.4
YPL213W   ,39.5      ,34.6      ,717       ,25.9      ,74.1
YPL214C   ,41.0      ,29.8      ,1623      ,29.2      ,70.8
YPL215W   ,38.1      ,34.1      ,1008      ,27.8      ,72.2
YPL216W   ,36.3      ,36.2      ,3309      ,27.5      ,72.5
YPL217C   ,39.3      ,36.0      ,3552      ,24.8      ,75.2
YPL218W   ,37.6      ,26.3      ,712       ,36.1      ,63.9
YPL219W   ,39.8      ,34.2      ,1479      ,26.0      ,74.0
